HPO,t_start,t_end
HP:0000234,3,3.08333
HP:0000153,3.08333,3.16666
HP:0031815,3.16667,3.25
HP:0100755,3,3.08333
HP:0000217,3.08333,3.16666
HP:0002088,7,7.08333
HP:0012647,7.16667,7.25
HP:0012649,7.08333,7.16666
HP:0002090,7.16667,7.25
HP:0011446,1.33333,1.41666
HP:0004372,1.33333,1.41666
HP:0002329,1.25,1.33333
HP:0011443,3.91667,4
HP:0001251,3.75,3.83333
HP:0001311,9.66667,9.75
HP:0030178,9.66667,9.75
HP:0002353,9.5,9.58333
HP:0032316,9.66667,9.75
HP:0011442,8,8.08333
HP:0011443,8.08333,8.16666
HP:0001251,8.08333,8.16666
HP:0001288,8.16667,8.25
HP:0002066,8.08333,8.16666
HP:0011442,10.33333,10.41666
HP:0011443,10.41667,10.5
HP:0001251,10.41667,10.5
HP:0010867,10.25,10.33333
HP:0000152,5.33333,5.41666
HP:0000315,5.33333,5.41666
HP:0032039,5.41667,5.5
HP:0030669,5.25,5.33333
HP:0000614,5.41667,5.5
HP:0011481,5.33333,5.41666
HP:0000579,5.25,5.33333
HP:0033127,9.08333,9.16666
HP:0003011,9.08333,9.16666
HP:0011804,9.08333,9.16666
HP:0003808,9,9.08333
HP:0001252,9,9.08333
HP:0000001,1.58333,1.66666
HP:0002086,1.66667,1.75
HP:0031416,1.5,1.58333
HP:0031417,1.58333,1.66666
HP:0004298,6.5,6.58333
HP:0010866,6.66667,6.75
HP:0001939,8.58333,8.66666
HP:0012337,8.58333,8.66666
HP:0001945,8.58333,8.66666
HP:0012372,7.41667,7.5
HP:0004329,7.25,7.33333
HP:0001098,7.33333,7.41666
HP:0000951,2.58333,2.66666
HP:0011121,2.5,2.58333
HP:0011354,2.58333,2.66666
HP:0001005,2.66667,2.75
HP:0000961,2.5,2.58333
HP:0032556,2.5,2.58333
HP:0001263,6.75,6.83333
HP:0033127,3,3.08333
HP:0001367,3,3.08333
HP:0001369,3.08333,3.16666
HP:0012252,4.41667,4.5
HP:0011947,4.25,4.33333
HP:0012647,4.41667,4.5
HP:0012649,4.25,4.33333
HP:0002090,4.33333,4.41666
HP:0000508,6.5,6.58333
HP:0001311,4.16667,4.25
HP:0030178,4.16667,4.25
HP:0002353,4.16667,4.25
HP:0032101,1.08333,1.16666
HP:0020100,1.08333,1.16666
HP:0032255,1.16667,1.25
HP:0011446,4.5,4.58333
HP:0001254,4.66667,4.75
HP:0012759,2.58333,2.66666
HP:0012758,2.5,2.58333
HP:0000750,2.66667,2.75
HP:0011446,2.5,2.58333
HP:0002167,2.5,2.58333
HP:0001344,2.58333,2.66666
HP:0001250,10.41667,10.5
HP:0000478,6.16667,6.25
HP:0012373,6,6.08333
HP:0000504,6.08333,6.16666
HP:0000551,6.16667,6.25
HP:0007641,6,6.08333
HP:0000642,6.16667,6.25
HP:0011519,6.16667,6.25
HP:0011520,6,6.08333
HP:0001507,7.08333,7.16666
HP:0004323,7.16667,7.25
HP:0000504,3.83333,3.91666
HP:0000551,3.83333,3.91666
HP:0007641,3.83333,3.91666
HP:0000642,3.91667,4
HP:0011519,3.75,3.83333
HP:0011520,3.83333,3.91666
HP:0002476,6.25,6.33333
HP:0001939,6.08333,6.16666
HP:0004360,6.08333,6.16666
HP:0001941,6.16667,6.25
HP:0003376,8,8.08333
HP:0032101,5.16667,5.25
HP:0002719,5,5.08333
HP:0004429,5.16667,5.25
HP:0005396,5.16667,5.25
HP:0002027,4.58333,4.66666
HP:0011442,8.5,8.58333
HP:0011443,8.58333,8.66666
HP:0001251,8.58333,8.66666
HP:0001310,8.66667,8.75
HP:0025032,0.16667,0.25
HP:0011458,0.16667,0.25
HP:0002014,0,0.08333
HP:0025085,0.08333,0.16666
HP:0100021,6.41667,6.5
HP:0032443,10.33333,10.41666
HP:0012393,9.08333,9.16666
HP:0012395,9,9.08333
HP:0002793,3.91667,4
HP:0002791,3.91667,4
HP:0000152,4.91667,5
HP:0000234,4.83333,4.91666
HP:0000271,4.75,4.83333
HP:0011331,4.83333,4.91666
HP:0012638,9,9.08333
HP:0000708,9.08333,9.16666
HP:0000711,9,9.08333
HP:0000708,6.91667,7
HP:0000717,6.91667,7
HP:0025031,1.08333,1.16666
HP:0025032,1,1.08333
HP:0011458,1.08333,1.16666
HP:0002017,1.16667,1.25
HP:0001250,0.16667,0.25
HP:0001311,7.16667,7.25
HP:0030178,7.08333,7.16666
HP:0002353,7.08333,7.16666
HP:0012735,5.83333,5.91666
HP:0002315,7.08333,7.16666
HP:0012735,1.5,1.58333
HP:0032443,9.08333,9.16666
HP:0000234,8.91667,9
HP:0000271,8.83333,8.91666
HP:0000366,8.83333,8.91666
HP:0012384,8.91667,9
HP:0002715,8.75,8.83333
HP:0010978,8.75,8.83333
HP:0003193,8.75,8.83333
HP:0002133,4.58333,4.66666
HP:0002086,5.41667,5.5
HP:0012252,5.25,5.33333
HP:0002088,5.41667,5.5
HP:0011947,5.41667,5.5
HP:0012647,5.41667,5.5
HP:0012649,5.33333,5.41666
HP:0002090,5.33333,5.41666
HP:0010978,0.33333,0.41666
HP:0002715,1.58333,1.66666
HP:0010978,1.66667,1.75
HP:0100326,1.5,1.58333
HP:0012393,1.66667,1.75
HP:0012823,8.91667,9
HP:0012824,8.83333,8.91666
HP:0012828,8.83333,8.91666
HP:0001939,9.08333,9.16666
HP:0012337,9.16667,9.25
HP:0004370,9,9.08333
HP:0001945,9.08333,9.16666
HP:0002133,3.41667,3.5
HP:0025031,7.08333,7.16666
HP:0002014,7.08333,7.16666
HP:0031826,3.25,3.33333
HP:0002476,3.33333,3.41666
HP:0001939,3.5,3.58333
HP:0012337,3.5,3.58333
HP:0002098,0,0.08333
HP:0001507,5.83333,5.91666
HP:0004323,5.83333,5.91666
HP:0012531,2.08333,2.16666
HP:0031826,8.83333,8.91666
HP:0002476,8.83333,8.91666
HP:0000152,1.08333,1.16666
HP:0000234,1,1.08333
HP:0000600,1.08333,1.16666
HP:0033151,1,1.08333
HP:0025439,1.08333,1.16666
HP:0025031,5.91667,6
HP:0002013,5.75,5.83333
HP:0000504,8,8.08333
HP:0000551,8,8.08333
HP:0007641,8.16667,8.25
HP:0000642,8.08333,8.16666
HP:0011519,8.08333,8.16666
HP:0011520,8.16667,8.25
HP:0011458,6.41667,6.5
HP:0004396,6.25,6.33333
HP:0002715,10.33333,10.41666
HP:0010978,10.41667,10.5
HP:0032101,10.25,10.33333
HP:0020100,10.25,10.33333
HP:0031690,10.33333,10.41666
HP:0032255,10.41667,10.5
HP:0020102,10.25,10.33333
HP:0012759,1.16667,1.25
HP:0012758,1.08333,1.16666
HP:0000152,7.66667,7.75
HP:0000234,7.5,7.58333
HP:0000271,7.58333,7.66666
HP:0000366,7.5,7.58333
HP:0012384,7.66667,7.75
HP:0003193,7.5,7.58333
HP:0000271,3.58333,3.66666
HP:0002795,6.08333,6.16666
HP:0012735,6.16667,6.25
HP:0012823,4.5,4.58333
HP:0012824,4.5,4.58333
HP:0012828,4.5,4.58333
HP:0002715,2.58333,2.66666
HP:0010978,2.66667,2.75
HP:0100806,2.66667,2.75
HP:0009728,6.41667,6.5
HP:0011792,6.41667,6.5
HP:0100242,6.25,6.33333
HP:0006779,6.41667,6.5
HP:0002019,5.25,5.33333
HP:0002795,6.33333,6.41666
HP:0031416,6.25,6.33333
HP:0031417,6.33333,6.41666
HP:0002069,8.16667,8.25
HP:0002793,1.16667,1.25
HP:0002789,1,1.08333
HP:0010867,6,6.08333
HP:0000152,6.08333,6.16666
HP:0000271,6.08333,6.16666
HP:0001999,6,6.08333
HP:0000324,6,6.08333
HP:0011331,6.08333,6.16666
HP:0025031,7.33333,7.41666
HP:0011458,7.33333,7.41666
HP:0002027,7.25,7.33333
HP:0031466,7.33333,7.41666
HP:0100852,7.41667,7.5
HP:0000739,7.25,7.33333
HP:0001507,3.16667,3.25
HP:0004323,3.08333,3.16666
HP:0004325,3.08333,3.16666
HP:0001508,3.16667,3.25
HP:0001250,3.5,3.58333
HP:0032316,3.66667,3.75
HP:0010978,8.08333,8.16666
HP:0100326,8,8.08333
HP:0002099,8,8.08333
HP:0002493,10.25,10.33333
HP:0033127,10.25,10.33333
HP:0003011,10.25,10.33333
HP:0011804,10.25,10.33333
HP:0003808,10.25,10.33333
HP:0001276,10.41667,10.5
HP:0001257,10.33333,10.41666
HP:0001264,10.25,10.33333
HP:0002476,2.91667,3
HP:0000709,6.91667,7
HP:0002094,4.25,4.33333
HP:0002098,4.33333,4.41666
HP:0030864,4.33333,4.41666
HP:0001939,5.58333,5.66666
HP:0011014,5.66667,5.75
HP:0011015,5.58333,5.66666
HP:0001943,5.66667,5.75
HP:0003193,3.58333,3.66666
HP:0012758,6.08333,6.16666
HP:0000309,6.75,6.83333
HP:0011800,6.75,6.83333
HP:0011842,5.5,5.58333
HP:0000925,5.5,5.58333
HP:0003319,5.58333,5.66666
HP:0033127,7,7.08333
HP:0003011,7,7.08333
HP:0002664,7,7.08333
HP:0011793,7.16667,7.25
HP:0009728,7,7.08333
HP:0011792,7.16667,7.25
HP:0002859,7,7.08333
HP:0006779,7.16667,7.25
HP:0011121,6.83333,6.91666
HP:0011354,6.75,6.83333
HP:0001005,6.75,6.83333
HP:0000961,6.83333,6.91666
HP:0031826,4.08333,4.16666
HP:0002476,4.16667,4.25
HP:0001251,6.33333,6.41666
HP:0002070,6.41667,6.5
HP:0012638,7.5,7.58333
HP:0032892,7.5,7.58333
HP:0032894,7.5,7.58333
HP:0002373,7.5,7.58333
HP:0011171,7.66667,7.75
HP:0025280,8.08333,8.16666
HP:0025281,8.16667,8.25
HP:0000478,10.16667,10.25
HP:0012372,10.16667,10.25
HP:0004329,10,10.08333
HP:0001098,10.08333,10.16666
HP:0000479,10.16667,10.25
HP:0001103,10.08333,10.16666
HP:0030506,10.08333,10.16666
HP:0030500,10.16667,10.25
HP:0007677,10.16667,10.25
HP:0032101,3.58333,3.66666
HP:0020100,3.66667,3.75
HP:0031690,3.5,3.58333
HP:0032255,3.66667,3.75
HP:0020102,3.66667,3.75
HP:0002795,5.41667,5.5
HP:0030829,5.33333,5.41666
HP:0030828,5.25,5.33333
HP:0000478,8.5,8.58333
HP:0012373,8.66667,8.75
HP:0000496,8.66667,8.75
HP:0000617,8.66667,8.75
HP:0012547,8.5,8.58333
HP:0000639,8.5,8.58333
HP:0001574,4.25,4.33333
HP:0000951,4.33333,4.41666
HP:0011121,4.41667,4.5
HP:0011354,4.41667,4.5
HP:0001005,4.25,4.33333
HP:0000961,4.33333,4.41666
HP:0032556,4.33333,4.41666
HP:0020110,7.5,7.58333
HP:0012823,9.5,9.58333
HP:0025280,9.58333,9.66666
HP:0025281,9.58333,9.66666
HP:0020221,5.58333,5.66666
HP:0002046,4.41667,4.5
HP:0100851,3.75,3.83333
HP:0000737,3.75,3.83333
HP:0032316,2.25,2.33333
HP:0032316,7.25,7.33333
HP:0040202,3.41667,3.5
HP:0030082,3.25,3.33333
HP:0001959,3.41667,3.5
HP:0100022,6.75,6.83333
HP:0012384,1.16667,1.25
HP:0100326,1,1.08333
HP:0003193,1,1.08333
HP:0001574,3.25,3.33333
HP:0011354,3.25,3.33333
HP:0001005,3.41667,3.5
HP:0002086,3.41667,3.5
HP:0002795,3.25,3.33333
HP:0000961,3.33333,3.41666
HP:0012759,4.41667,4.5
HP:0002376,4.33333,4.41666
HP:0012379,4.5,4.58333
HP:0002910,4.66667,4.75
HP:0031956,4.58333,4.66666
HP:0033127,0.25,0.33333
HP:0003549,0.25,0.33333
HP:0100658,0.33333,0.41666
HP:0011442,8.25,8.33333
HP:0002493,8.33333,8.41666
HP:0003011,8.25,8.33333
HP:0011804,8.25,8.33333
HP:0003808,8.33333,8.41666
HP:0001276,8.33333,8.41666
HP:0001257,8.25,8.33333
HP:0001264,8.33333,8.41666
HP:0000707,2.41667,2.5
HP:0012638,2.25,2.33333
HP:0012758,2.41667,2.5
HP:0001507,6.58333,6.66666
HP:0004323,6.5,6.58333
HP:0004325,6.66667,6.75
HP:0000153,6,6.08333
HP:0031815,6.08333,6.16666
HP:0100755,6.16667,6.25
HP:0003781,6.08333,6.16666
HP:0030972,3.75,3.83333
HP:0000822,3.83333,3.91666
HP:0100022,9.66667,9.75
HP:0002715,1.41667,1.5
HP:0010978,1.33333,1.41666
HP:0100806,1.41667,1.5
HP:0025354,8.16667,8.25
HP:0011017,8,8.08333
HP:0004356,8.08333,8.16666
HP:0003264,8.08333,8.16666
HP:0012828,7.66667,7.75
HP:0031826,1.25,1.33333
HP:0002476,1.41667,1.5
HP:0000551,5.75,5.83333
HP:0007641,5.91667,6
HP:0000642,5.91667,6
HP:0011519,5.83333,5.91666
HP:0011520,5.83333,5.91666
HP:0001311,5.41667,5.5
HP:0001939,6.66667,6.75
HP:0012337,6.58333,6.66666
HP:0004370,6.58333,6.66666
HP:0001945,6.5,6.58333
HP:0002664,6.5,6.58333
HP:0002098,2.5,2.58333
HP:0001288,1.25,1.33333
HP:0031955,1.25,1.33333
HP:0003470,6.25,6.33333
HP:0012531,6.25,6.33333
HP:0000600,6.33333,6.41666
HP:0033152,6.41667,6.5
HP:0033050,6.41667,6.5
HP:0001298,7,7.08333
HP:0001250,9.16667,9.25
HP:0002133,9.16667,9.25
HP:0001270,6.5,6.58333
HP:0001999,6.75,6.83333
HP:0000274,6.91667,7
HP:0000275,6.91667,7
HP:0002086,5.66667,5.75
HP:0002795,5.5,5.58333
HP:0002099,5.5,5.58333
HP:0032443,8,8.08333
HP:0032316,8,8.08333
HP:0000759,5.66667,5.75
HP:0009830,5.58333,5.66666
HP:0003474,5.58333,5.66666
HP:0011032,4,4.08333
HP:0001944,4,4.08333
HP:0002715,10.08333,10.16666
HP:0010978,10,10.08333
HP:0032101,10.08333,10.16666
HP:0002719,10.08333,10.16666
HP:0004429,10.08333,10.16666
HP:0005396,10,10.08333
HP:0012337,6.33333,6.41666
HP:0004360,6.25,6.33333
HP:0001941,6.25,6.33333
HP:0001788,6.58333,6.66666
HP:0012531,8.25,8.33333
HP:0032316,9.16667,9.25
HP:0100022,0.83333,0.91666
HP:0031826,0.83333,0.91666
HP:0002476,0.91667,1
HP:0011025,6.66667,6.75
HP:0030972,6.5,6.58333
HP:0032263,6.66667,6.75
HP:0000822,6.5,6.58333
HP:0002197,8.5,8.58333
HP:0032677,8.5,8.58333
HP:0025142,0.83333,0.91666
HP:0012531,0.91667,1
HP:0030829,2.08333,2.16666
HP:0030828,2.16667,2.25
HP:0001197,6.08333,6.16666
HP:0001787,6,6.08333
HP:0011410,6,6.08333
HP:0001507,5.33333,5.41666
HP:0004323,5.25,5.33333
HP:0004325,5.25,5.33333
HP:0001508,5.41667,5.5
HP:0001626,2.5,2.58333
HP:0011025,2.5,2.58333
HP:0030972,2.5,2.58333
HP:0032263,2.5,2.58333
HP:0000822,2.66667,2.75
HP:0012373,7.33333,7.41666
HP:0046506,7.33333,7.41666
HP:0200026,7.25,7.33333
HP:0011442,0.41667,0.5
HP:0002493,0.33333,0.41666
HP:0003011,0.41667,0.5
HP:0011804,0.25,0.33333
HP:0003808,0.41667,0.5
HP:0001276,0.33333,0.41666
HP:0001257,0.25,0.33333
HP:0001264,0.25,0.33333
HP:0002099,3.33333,3.41666
HP:0001289,1.41667,1.5
HP:0031258,1.41667,1.5
HP:0002133,9.5,9.58333
HP:0002069,8.91667,9
HP:0000708,4.41667,4.5
HP:0000234,4.33333,4.41666
HP:0000271,4.41667,4.5
HP:0000153,4.33333,4.41666
HP:0031815,4.25,4.33333
HP:0100755,4.33333,4.41666
HP:0003781,4.41667,4.5
HP:0002307,4.41667,4.5
HP:0000708,8.66667,8.75
HP:0100022,9.16667,9.25
HP:0004305,9,9.08333
HP:0011024,7.16667,7.25
HP:0012719,7,7.08333
HP:0025270,7.16667,7.25
HP:0002020,7.16667,7.25
HP:0100326,6.5,6.58333
HP:0012393,6.58333,6.66666
HP:0004360,6.58333,6.66666
HP:0001941,6.58333,6.66666
HP:0012759,4.58333,4.66666
HP:0012758,4.66667,4.75
HP:0002086,4.58333,4.66666
HP:0002795,4.58333,4.66666
HP:0002793,4.5,4.58333
HP:0002791,4.58333,4.66666
HP:0000969,4.58333,4.66666
HP:0012252,4.5,4.58333
HP:0002088,4.58333,4.66666
HP:0002103,4.58333,4.66666
HP:0002202,4.66667,4.75
HP:0002086,7.33333,7.41666
HP:0002795,7.25,7.33333
HP:0100326,7.41667,7.5
HP:0002099,7.41667,7.5
HP:0000924,6.33333,6.41666
HP:0011729,6.33333,6.41666
HP:0001376,6.33333,6.41666
HP:0001387,6.25,6.33333
HP:0000464,6.41667,6.5
HP:0005986,6.33333,6.41666
HP:0025258,6.25,6.33333
HP:0002094,2.91667,3
HP:0002098,2.83333,2.91666
HP:0030864,2.83333,2.91666
HP:0012395,7.66667,7.75
HP:0000152,8.08333,8.16666
HP:0000234,8.08333,8.16666
HP:0000271,8.16667,8.25
HP:0001999,8.16667,8.25
HP:0000324,8,8.08333
HP:0011331,8.16667,8.25
HP:0012372,8.08333,8.16666
HP:0004329,8,8.08333
HP:0001098,8.16667,8.25
HP:0000479,8,8.08333
HP:0001103,8.16667,8.25
HP:0030506,8.08333,8.16666
HP:0030500,8.08333,8.16666
HP:0007677,8,8.08333
HP:0000924,3.91667,4
HP:0011729,3.83333,3.91666
HP:0001376,3.75,3.83333
HP:0001387,3.91667,4
HP:0000152,3.83333,3.91666
HP:0000464,3.75,3.83333
HP:0005986,3.75,3.83333
HP:0025258,3.75,3.83333
HP:0025142,5.25,5.33333
HP:0012531,5.41667,5.5
HP:0002315,3.75,3.83333
HP:0011025,5.25,5.33333
HP:0031668,5.25,5.33333
HP:0032101,4.25,4.33333
HP:0002719,4.33333,4.41666
HP:0004429,4.33333,4.41666
HP:0005396,4.33333,4.41666
HP:0025032,8.41667,8.5
HP:0011458,8.41667,8.5
HP:0002014,8.25,8.33333
HP:0007663,5.33333,5.41666
HP:0000618,5.25,5.33333
HP:0010546,2.91667,3
HP:0031951,6.83333,6.91666
HP:0000478,8.75,8.83333
HP:0012373,8.75,8.83333
HP:0000496,8.75,8.83333
HP:0000617,8.75,8.83333
HP:0000153,3.5,3.58333
HP:0031815,3.66667,3.75
HP:0100755,3.5,3.58333
HP:0003781,3.66667,3.75
HP:0012378,6.5,6.58333
HP:0001507,0.91667,1
HP:0004323,0.75,0.83333
HP:0004325,0.91667,1
HP:0000708,6.58333,6.66666
HP:0000709,6.5,6.58333
HP:0001626,1.16667,1.25
HP:0011025,1.08333,1.16666
HP:0031657,1.16667,1.25
HP:0030148,1,1.08333
HP:0031670,1.08333,1.16666
HP:0012547,8.83333,8.91666
HP:0000639,8.83333,8.91666
HP:0000478,4.5,4.58333
HP:0012373,4.5,4.58333
HP:0000496,4.58333,4.66666
HP:0000549,4.66667,4.75
HP:0000486,4.5,4.58333
HP:0032012,4.58333,4.66666
HP:0001574,10.41667,10.5
HP:0000951,10.25,10.33333
HP:0011122,10.41667,10.5
HP:0012647,10.41667,10.5
HP:0012649,10.25,10.33333
HP:0011123,10.41667,10.5
HP:0000964,10.33333,10.41666
HP:0001507,9.08333,9.16666
HP:0004325,9,9.08333
HP:0001508,9.16667,9.25
HP:0006536,2.75,2.83333
HP:0006510,2.75,2.83333
HP:0002315,10.41667,10.5
HP:0002076,10.41667,10.5
HP:0001626,4.41667,4.5
HP:0030956,4.41667,4.5
HP:0011675,4.41667,4.5
HP:0001649,4.41667,4.5
HP:0004298,7,7.08333
HP:0010866,7,7.08333
HP:0100790,7.16667,7.25
HP:0004299,7.08333,7.16666
HP:0000023,7,7.08333
HP:0020100,7.41667,7.5
HP:0031690,7.41667,7.5
HP:0032255,7.25,7.33333
HP:0020102,7.33333,7.41666
HP:0001626,9.66667,9.75
HP:0011025,9.58333,9.66666
HP:0030148,9.58333,9.66666
HP:0025143,1.25,1.33333
HP:0032443,5.83333,5.91666
HP:0012735,1.08333,1.16666
HP:0004323,7.5,7.58333
HP:0001508,7.5,7.58333
HP:0001945,3.83333,3.91666
HP:0001324,10.33333,10.41666
HP:0012337,8,8.08333
HP:0004360,8.16667,8.25
HP:0001941,8.16667,8.25
HP:0000713,9.08333,9.16666
HP:0012735,5.58333,5.66666
HP:0006536,0.08333,0.16666
HP:0006510,0,0.08333
HP:0025280,9.75,9.83333
HP:0025281,9.83333,9.91666
HP:0011025,6,6.08333
HP:0030972,6.08333,6.16666
HP:0032263,6.08333,6.16666
HP:0000822,6.08333,6.16666
HP:0100022,5.5,5.58333
HP:0001288,5.5,5.58333
HP:0001250,10,10.08333
HP:0002133,10.08333,10.16666
HP:0100326,10.16667,10.25
HP:0012393,10.16667,10.25
HP:0000708,10.08333,10.16666
HP:0000709,10.16667,10.25
HP:0000598,2.58333,2.66666
HP:0031704,2.5,2.58333
HP:0012531,2.5,2.58333
HP:0046506,2.66667,2.75
HP:0030766,2.66667,2.75
HP:0000709,6,6.08333
HP:0002086,10.25,10.33333
HP:0002795,10.41667,10.5
HP:0030829,10.25,10.33333
HP:0030828,10.41667,10.5
HP:0000152,4.5,4.58333
HP:0000234,4.58333,4.66666
HP:0000271,4.58333,4.66666
HP:0001999,4.58333,4.66666
HP:0000324,4.58333,4.66666
HP:0011331,4.66667,4.75
HP:0000079,1,1.08333
HP:0010936,1.08333,1.16666
HP:0000014,1.16667,1.25
HP:0000009,1.08333,1.16666
HP:0100518,1.16667,1.25
HP:0000152,4,4.08333
HP:0000234,4.16667,4.25
HP:0000271,4.16667,4.25
HP:0001999,4.08333,4.16666
HP:0020219,10,10.08333
HP:0020221,10,10.08333
HP:0030828,3.5,3.58333
HP:0011024,8.33333,8.41666
HP:0012719,8.25,8.33333
HP:0025270,8.41667,8.5
HP:0002020,8.33333,8.41666
HP:0001574,9.58333,9.66666
HP:0000951,9.66667,9.75
HP:0011122,9.58333,9.66666
HP:0000989,9.5,9.58333
HP:0030972,8.16667,8.25
HP:0032263,8,8.08333
HP:0000822,8.16667,8.25
HP:0000478,9.41667,9.5
HP:0000496,9.33333,9.41666
HP:0012547,9.41667,9.5
HP:0000639,9.25,9.33333
HP:0000640,9.41667,9.5
HP:0002014,3.25,3.33333
HP:0025142,5.16667,5.25
HP:0012531,5,5.08333
HP:0000153,1.16667,1.25
HP:0031815,1,1.08333
HP:0100755,1.16667,1.25
HP:0000217,1,1.08333
HP:0025142,10.16667,10.25
HP:0012531,10,10.08333
HP:0000708,7.66667,7.75
HP:0000711,7.66667,7.75
HP:0002094,2.33333,2.41666
HP:0006536,2.58333,2.66666
HP:0006510,2.66667,2.75
HP:0031273,4.66667,4.75
HP:0025031,0.91667,1
HP:0025032,0.91667,1
HP:0002017,0.83333,0.91666
HP:0002013,0.83333,0.91666
HP:0025031,1.25,1.33333
HP:0025032,1.41667,1.5
HP:0011458,1.33333,1.41666
HP:0002017,1.25,1.33333
HP:0002013,1.25,1.33333
HP:0011874,9.58333,9.66666
HP:0012823,0.33333,0.41666
HP:0012824,0.33333,0.41666
HP:0012828,0.33333,0.41666
HP:0011458,7.5,7.58333
HP:0002017,7.66667,7.75
HP:0002013,7.66667,7.75
HP:0002715,4,4.08333
HP:0100326,4,4.08333
HP:0002099,4.08333,4.16666
HP:0000119,7,7.08333
HP:0000079,7.08333,7.16666
HP:0010935,7,7.08333
HP:0000077,7,7.08333
HP:0011277,7.08333,7.16666
HP:0012211,7.08333,7.16666
HP:0000123,7,7.08333
HP:0012330,7,7.08333
HP:0002597,7.33333,7.41666
HP:0100763,7.33333,7.41666
HP:0002733,7.25,7.33333
HP:0002716,7.25,7.33333
HP:0000737,9.66667,9.75
HP:0012735,1.25,1.33333
HP:0001574,6.08333,6.16666
HP:0000951,6.16667,6.25
HP:0011122,6.16667,6.25
HP:0011123,6.16667,6.25
HP:0000964,6.08333,6.16666
HP:0011442,1.08333,1.16666
HP:0002493,1,1.08333
HP:0033127,1.08333,1.16666
HP:0003011,1.16667,1.25
HP:0011804,1.16667,1.25
HP:0003808,1,1.08333
HP:0001276,1.08333,1.16666
HP:0001257,1.08333,1.16666
HP:0001264,1.16667,1.25
HP:0032316,3.25,3.33333
HP:0031826,7.08333,7.16666
HP:0012252,3.66667,3.75
HP:0002088,3.66667,3.75
HP:0006530,3.58333,3.66666
HP:0005942,3.5,3.58333
HP:0032892,6,6.08333
HP:0032894,6.08333,6.16666
HP:0002373,6.16667,6.25
HP:0100851,6.91667,7
HP:0041092,6.75,6.83333
HP:0031826,5.75,5.83333
HP:0002476,5.83333,5.91666
HP:0025031,4.41667,4.5
HP:0025032,4.41667,4.5
HP:0011458,4.33333,4.41666
HP:0002014,4.33333,4.41666
HP:0012759,7.41667,7.5
HP:0002376,7.41667,7.5
HP:0020169,8.08333,8.16666
HP:0020172,8,8.08333
HP:0032101,3.41667,3.5
HP:0020100,3.41667,3.5
HP:0031690,3.25,3.33333
HP:0032255,3.41667,3.5
HP:0020102,3.25,3.33333
HP:0032443,4,4.08333
HP:0000478,5,5.08333
HP:0000549,5,5.08333
HP:0000486,5,5.08333
HP:0010978,5.83333,5.91666
HP:0011446,0.75,0.83333
HP:0004372,0.91667,1
HP:0001289,0.75,0.83333
HP:0002014,6.5,6.58333
HP:0032245,7.25,7.33333
HP:0100508,7.25,7.33333
HP:0100511,7.25,7.33333
HP:0100512,7.25,7.33333
HP:0002013,4.58333,4.66666
HP:0006536,5.41667,5.5
HP:0006510,5.25,5.33333
HP:0030864,1,1.08333
HP:0032443,2.5,2.58333
HP:0000119,8.08333,8.16666
HP:0000079,8.08333,8.16666
HP:0010935,8,8.08333
HP:0000077,8,8.08333
HP:0011277,8.08333,8.16666
HP:0012211,8,8.08333
HP:0003110,8,8.08333
HP:0012614,8,8.08333
HP:0000790,8.16667,8.25
HP:0001289,6.25,6.33333
HP:0032892,7.41667,7.5
HP:0032894,7.25,7.33333
HP:0002373,7.25,7.33333
HP:0020219,9.16667,9.25
HP:0020221,9.08333,9.16666
HP:0002099,5.83333,5.91666
HP:0002099,7.08333,7.16666
HP:0002086,0.33333,0.41666
HP:0030829,0.33333,0.41666
HP:0004360,4.5,4.58333
HP:0001941,4.58333,4.66666
HP:0000707,7.91667,8
HP:0002715,2.16667,2.25
HP:0100326,2.16667,2.25
HP:0002099,2.16667,2.25
HP:0001507,3.25,3.33333
HP:0004323,3.41667,3.5
HP:0004325,3.25,3.33333
HP:0001508,3.41667,3.5
HP:0000152,0.25,0.33333
HP:0000234,0.25,0.33333
HP:0000271,0.33333,0.41666
HP:0001999,0.41667,0.5
HP:0000324,0.33333,0.41666
HP:0011331,0.33333,0.41666
HP:0012531,8.16667,8.25
HP:0002086,6.5,6.58333
HP:0012252,6.66667,6.75
HP:0002088,6.66667,6.75
HP:0011947,6.58333,6.66666
HP:0011121,3.75,3.83333
HP:0012733,3.75,3.83333
HP:0032316,1.16667,1.25
HP:0012378,4.66667,4.75
HP:0011121,1.25,1.33333
HP:0011354,1.25,1.33333
HP:0001005,1.25,1.33333
HP:0000961,1.25,1.33333
HP:0032556,1.33333,1.41666
HP:0000708,10.25,10.33333
HP:0031466,10.33333,10.41666
HP:0100852,10.25,10.33333
HP:0000739,10.41667,10.5
HP:0011843,1.58333,1.66666
HP:0011729,1.58333,1.66666
HP:0001376,1.66667,1.75
HP:0001387,1.66667,1.75
HP:0000152,1.66667,1.75
HP:0000464,1.5,1.58333
HP:0005986,1.66667,1.75
HP:0025258,1.66667,1.75
HP:0000324,5.41667,5.5
HP:0007359,3.5,3.58333
HP:0011146,3.66667,3.75
HP:0002384,3.58333,3.66666
HP:0001288,6.58333,6.66666
HP:0002066,6.58333,6.66666
HP:0012337,7.08333,7.16666
HP:0004370,7.08333,7.16666
HP:0001945,7.08333,7.16666
HP:0002795,6.5,6.58333
HP:0031416,6.5,6.58333
